analysis_group,claim_hash,consent_given,duration_seconds,ended,has_feedback,has_report,quality_flags,session_id,total_turns,uid_hash
no_feedback,0938c6daa7b6,True,627.22,True,False,True,missing_post_debate_feedback|duration_gt10m|duplicate_user,20260315_065227,18,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260315_071736,0,a24f6edbd2a6
no_feedback,8aa19012e0ff,True,676.67,True,False,True,missing_post_debate_feedback|duration_gt10m|duplicate_user,20260315_071738,13,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260315_073356,0,a24f6edbd2a6
no_feedback,aa2d00ab83ee,True,237.92,True,False,False,missing_post_debate_feedback|missing_report|duplicate_user,20260315_073358,8,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260315_074116,0,a24f6edbd2a6
no_feedback,09e2124746ec,True,186.14,True,False,True,missing_post_debate_feedback|duplicate_user,20260315_074118,5,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260315_085852,0,a24f6edbd2a6
no_feedback,a715c7caf1e3,True,2.29,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_user,20260315_085854,0,a24f6edbd2a6
no_feedback,bb6c55de2b09,True,602.07,True,False,True,missing_post_debate_feedback|duration_gt10m|duplicate_claim|duplicate_user,20260315_090449,18,a24f6edbd2a6
no_feedback,bb6c55de2b09,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user,20260315_091637,1,a24f6edbd2a6
no_feedback,ac2e4b67c9f7,True,564.51,True,False,True,missing_post_debate_feedback|duplicate_user,20260315_093452,15,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260315_094524,0,a24f6edbd2a6
no_feedback,8e6cb351a20f,True,248.8,True,False,True,missing_post_debate_feedback|duplicate_user,20260315_094525,7,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260315_095243,0,a24f6edbd2a6
no_feedback,ec2197ec0c58,True,380.7,True,False,True,missing_post_debate_feedback|duplicate_user,20260315_095245,11,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260315_101846,0,a24f6edbd2a6
no_feedback,b295e92b14c9,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260315_101849,2,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260315_102358,0,a24f6edbd2a6
no_feedback,1bd034a3e2eb,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_user,20260315_102400,6,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260315_103008,0,a24f6edbd2a6
no_feedback,ce0931f5cbbd,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|duplicate_user,20260315_103010,3,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260315_103544,0,a24f6edbd2a6
no_feedback,42ba9b9c63cd,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_agent_turns|duplicate_user,20260315_103546,2,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260315_103642,0,a24f6edbd2a6
no_feedback,481e75188fdd,True,16.78,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_user,20260315_103644,0,a24f6edbd2a6
no_feedback,6884052ea21a,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260315_174222,1,69fb22749de0
no_feedback,9f86d081884c,True,10.82,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_claim|duplicate_user|testish_claim,20260315_195851,0,9f4276ede011
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260315_200615,0,9f4276ede011
no_feedback,7b001e4205a2,True,427.51,True,False,True,missing_post_debate_feedback|duplicate_user,20260315_200618,15,9f4276ede011
no_feedback,b329e630cd69,True,202.81,True,False,True,missing_post_debate_feedback|duplicate_user,20260315_212525,8,9f4276ede011
no_feedback,368d2f4016b9,True,155.94,True,False,True,missing_post_debate_feedback|duplicate_claim|duplicate_user,20260315_215845,9,9f4276ede011
no_feedback,368d2f4016b9,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user,20260315_220340,1,9f4276ede011
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260315_220823,0,9f4276ede011
no_feedback,97ecaa232e67,True,174.71,True,False,True,missing_post_debate_feedback|duplicate_user,20260315_220826,7,9f4276ede011
no_feedback,9f86d081884c,True,16.51,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_claim|duplicate_user|testish_claim,20260315_222418,0,9f4276ede011
no_feedback,60853482dd73,True,57.82,True,False,True,missing_post_debate_feedback|too_few_agent_turns|duplicate_user,20260315_224249,4,167d6963b7b3
no_feedback,ce3696d68334,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260315_224834,0,167d6963b7b3
no_feedback,8c6fbdc7eeba,True,86.08,True,False,True,missing_post_debate_feedback|duplicate_user,20260315_225004,7,167d6963b7b3
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260316_041443,0,a24f6edbd2a6
no_feedback,b16fcd0840cc,True,14.71,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_user,20260316_041445,0,a24f6edbd2a6
no_feedback,1160ffa34e33,True,34.03,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_user,20260316_041856,1,0ecb4cc052ab
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260316_042407,0,a24f6edbd2a6
no_feedback,bd59062776ee,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260316_042408,2,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260316_042701,0,a24f6edbd2a6
no_feedback,4c4c86c456c1,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user,20260316_042714,0,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260316_045839,0,a24f6edbd2a6
no_feedback,4c4c86c456c1,True,228.24,True,False,True,missing_post_debate_feedback|too_few_agent_turns|duplicate_claim|duplicate_user,20260316_045841,4,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260316_050208,0,a24f6edbd2a6
no_feedback,4c4c86c456c1,True,1200.75,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_gt10m|duplicate_claim|duplicate_user,20260316_050209,0,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260316_051455,0,a24f6edbd2a6
no_feedback,702b0cfb4cc1,True,219.31,True,False,True,missing_post_debate_feedback|duplicate_user,20260316_051457,5,a24f6edbd2a6
no_feedback,9f86d081884c,True,14.63,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_claim|duplicate_user|testish_claim,20260316_150437,0,167d6963b7b3
no_feedback,e3b98a4da31a,True,14.59,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_user|testish_claim,20260316_150553,0,167d6963b7b3
no_feedback,832e63d44709,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user,20260316_155540,2,0ecb4cc052ab
no_feedback,832e63d44709,True,452.33,True,False,True,missing_post_debate_feedback|duplicate_claim|duplicate_user,20260316_162303,16,0ecb4cc052ab
no_feedback,45673e8bb8c1,True,114.4,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user|testish_claim,20260316_170305,1,bc24b60f3ab9
no_feedback,f9007bf18e2d,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report,20260316_170312,7,3a107186719e
no_feedback,89f572f8a2f1,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_user,20260316_171001,10,bc24b60f3ab9
no_feedback,d0ee7dd39f90,True,238.1,True,False,True,missing_post_debate_feedback,20260316_171657,11,518a50e03d85
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|testish_claim,20260316_175358,1,99da74b53e74
no_feedback,6ba4a2ee9de6,True,225.4,True,False,True,missing_post_debate_feedback|duplicate_user,20260316_190557,5,a24f6edbd2a6
no_feedback,4b4f8a4b0866,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user,20260316_221046,2,2c1adf90904c
no_feedback,4b4f8a4b0866,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_claim|duplicate_user,20260316_221424,7,2c1adf90904c
no_feedback,4b4f8a4b0866,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_claim|duplicate_user,20260316_222410,8,2c1adf90904c
no_feedback,4b4f8a4b0866,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user,20260316_223053,2,2c1adf90904c
no_feedback,4b4f8a4b0866,True,180.56,True,False,True,missing_post_debate_feedback|duplicate_claim|duplicate_user,20260316_223334,6,2c1adf90904c
no_feedback,ec4bf7ffb9de,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260317_005236,1,d1cea9e6acf3
no_feedback,8c69fbdea9cd,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260317_005350,1,d1cea9e6acf3
no_feedback,d67827767d8b,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260317_005455,1,d1cea9e6acf3
no_feedback,a16bf3ae3cb3,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns,20260317_053726,1,78a0eb06f21b
no_feedback,1531bebb5bcb,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns,20260317_174003,1,c2dfdf5b9d58
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260318_021414,0,d1d3dc05d72d
no_feedback,54d20cde8143,True,59.65,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260318_021416,1,d1d3dc05d72d
no_feedback,89c61414d398,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user,20260318_223507,1,40dc3ad71e6b
no_feedback,89c61414d398,True,220.86,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user,20260318_223604,1,40dc3ad71e6b
no_feedback,89c61414d398,True,208.4,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user,20260318_223951,1,40dc3ad71e6b
no_feedback,37091f4b6da5,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260318_224334,1,40dc3ad71e6b
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_171057,1,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_171143,1,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_171238,2,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_171321,0,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_171344,1,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_172953,1,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_181416,0,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_182905,0,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_182935,0,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_183003,0,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_claim|duplicate_user|testish_claim,20260320_183139,5,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_183518,1,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_183545,0,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_183600,0,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_claim|duplicate_user|testish_claim,20260320_185831,12,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_user_turns|duplicate_claim|duplicate_user|testish_claim,20260320_190249,4,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_claim|duplicate_user|testish_claim,20260320_192554_b0c1ef54,4,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_193413_abe82d36,0,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_194926_4603d37c,0,e348bb5ea5c4
